timestamp,gt_x_mm,gt_y_mm,gt_z_mm,target_id,raw_x_mm,raw_y_mm,raw_z_mm,cal_x_mm,cal_y_mm,cal_z_mm
1781644825.002448,1000.0,0.0,1000.0,0,-11,-13,1260,-11,-12,1185
1781644825.0499964,1000.0,0.0,1000.0,0,-11,-10,1256,-11,-9,1182
1781644825.1064477,1000.0,0.0,1000.0,0,-10,-13,1258,-9,-12,1184
1781644825.1502542,1000.0,0.0,1000.0,0,-6,-13,1250,-6,-12,1175
1781644825.2059479,1000.0,0.0,1000.0,0,-11,-13,1256,-11,-12,1182
1781644825.2634883,1000.0,0.0,1000.0,0,-15,-11,1250,-14,-11,1175
1781644825.3067489,1000.0,0.0,1000.0,0,-18,-10,1245,-17,-9,1171
1781644825.3651326,1000.0,0.0,1000.0,0,-19,-8,1247,-18,-8,1172
1781644825.4107132,1000.0,0.0,1000.0,0,-19,-11,1247,-18,-11,1172
1781644825.4649098,1000.0,0.0,1000.0,0,-19,-11,1237,-18,-11,1162
1781644825.5118616,1000.0,0.0,1000.0,0,-16,-8,1243,-15,-8,1169
1781644825.5652213,1000.0,0.0,1000.0,0,-14,-11,1239,-14,-11,1164
1781644825.615632,1000.0,0.0,1000.0,0,0,-13,1237,0,-12,1162
1781644825.6666913,1000.0,0.0,1000.0,0,7,-11,1235,6,-11,1161
1781644825.7183337,1000.0,0.0,1000.0,0,20,-11,1235,18,-11,1161
1781644825.766643,1000.0,0.0,1000.0,0,28,-10,1232,26,-9,1158
1781644825.823201,1000.0,0.0,1000.0,0,33,-8,1232,31,-8,1158
1781644825.8664684,1000.0,0.0,1000.0,0,40,-8,1226,38,-8,1151
1781644825.9276223,1000.0,0.0,1000.0,0,42,-8,1226,39,-8,1151
1781644825.9669986,1000.0,0.0,1000.0,0,47,-10,1226,44,-9,1151
1781644826.0228634,1000.0,0.0,1000.0,0,47,-8,1221,44,-7,1147
1781644826.0666325,1000.0,0.0,1000.0,0,47,-8,1223,44,-7,1148
1781644826.1332736,1000.0,0.0,1000.0,0,45,-10,1227,43,-9,1153
1781644826.1775196,1000.0,0.0,1000.0,0,45,-10,1226,42,-9,1151
1781644826.2336392,1000.0,0.0,1000.0,0,45,-11,1224,42,-11,1150
1781644826.279935,1000.0,0.0,1000.0,0,45,-10,1223,42,-9,1148
1781644826.3322577,1000.0,0.0,1000.0,0,47,-10,1226,44,-9,1151
1781644826.3836088,1000.0,0.0,1000.0,0,47,-8,1220,44,-7,1145
1781644826.4337127,1000.0,0.0,1000.0,0,47,-8,1227,44,-8,1153
1781644826.4850147,1000.0,0.0,1000.0,0,45,-11,1224,42,-11,1150
1781644826.5360274,1000.0,0.0,1000.0,0,40,-6,1227,38,-6,1153
1781644826.5880277,1000.0,0.0,1000.0,0,34,-8,1227,32,-8,1153
1781644826.6371975,1000.0,0.0,1000.0,0,21,-6,1227,20,-6,1153
1781644826.6954246,1000.0,0.0,1000.0,0,8,-6,1232,8,-6,1158
1781644826.7401586,1000.0,0.0,1000.0,0,-18,-2,1240,-17,-1,1166
1781644826.796309,1000.0,0.0,1000.0,0,-29,-2,1237,-27,-1,1162
1781644826.8418572,1000.0,0.0,1000.0,0,-85,0,1247,-80,0,1172
1781644826.9035592,1000.0,0.0,1000.0,0,-83,-2,1248,-78,-1,1174
1781644826.94057,1000.0,0.0,1000.0,0,-118,2,1263,-111,2,1189
1781644826.9972112,1000.0,0.0,1000.0,0,-140,2,1271,-132,2,1197
1781644827.042319,1000.0,0.0,1000.0,0,-192,5,1287,-181,5,1212
1781644827.0980728,1000.0,0.0,1000.0,0,-211,5,1297,-199,5,1223
1781644827.1433349,1000.0,0.0,1000.0,0,-245,10,1313,-231,10,1239
1781644827.1980705,1000.0,0.0,1000.0,0,-260,11,1330,-245,10,1255
1781644827.2442014,1000.0,0.0,1000.0,0,-288,14,1331,-272,13,1257
1781644827.2999554,1000.0,0.0,1000.0,0,-305,18,1330,-288,17,1255
1781644827.345734,1000.0,0.0,1000.0,0,-324,17,1319,-305,16,1244
1781644827.3987334,1000.0,0.0,1000.0,0,-338,24,1322,-319,23,1248
1781644827.4468951,1000.0,0.0,1000.0,0,-333,25,1287,-313,24,1212
1781644827.4984756,1000.0,0.0,1000.0,0,-339,25,1285,-319,24,1211
1781644827.5466049,1000.0,0.0,1000.0,0,-340,27,1283,-320,25,1209
1781644827.5979922,1000.0,0.0,1000.0,0,-350,35,1283,-330,33,1209
1781644827.6481674,1000.0,0.0,1000.0,0,-358,36,1299,-337,34,1225
1781644827.6997216,1000.0,0.0,1000.0,0,-385,40,1310,-363,37,1235
1781644827.7502623,1000.0,0.0,1000.0,0,-403,42,1322,-380,39,1248
1781644827.8012774,1000.0,0.0,1000.0,0,-437,49,1322,-413,46,1248
1781644827.8517637,1000.0,0.0,1000.0,0,-459,51,1330,-433,48,1255
1781644827.9029832,1000.0,0.0,1000.0,0,-497,54,1328,-469,51,1254
1781644827.9545636,1000.0,0.0,1000.0,0,-514,51,1337,-486,48,1263
1781644828.00541,1000.0,0.0,1000.0,0,-539,50,1346,-509,47,1272
1781644828.0581875,1000.0,0.0,1000.0,0,-552,44,1348,-522,42,1274
1781644828.105384,1000.0,0.0,1000.0,0,-590,45,1375,-558,43,1301
1781644828.1592662,1000.0,0.0,1000.0,0,-587,41,1356,-555,39,1282
1781644828.2072856,1000.0,0.0,1000.0,0,-594,43,1354,-561,40,1280
1781644828.2617848,1000.0,0.0,1000.0,0,-597,41,1354,-564,39,1280
1781644828.3078656,1000.0,0.0,1000.0,0,-600,44,1352,-567,42,1278
1781644828.3636434,1000.0,0.0,1000.0,0,-597,42,1346,-564,40,1272
1781644828.409024,1000.0,0.0,1000.0,0,-609,43,1370,-576,41,1296
1781644828.4648087,1000.0,0.0,1000.0,0,-610,45,1371,-577,43,1297
1781644828.510612,1000.0,0.0,1000.0,0,-610,47,1375,-577,44,1301
1781644828.5655499,1000.0,0.0,1000.0,0,-618,49,1393,-585,47,1320
1781644828.609781,1000.0,0.0,1000.0,0,-618,51,1397,-585,49,1324
1781644828.6668806,1000.0,0.0,1000.0,0,-619,50,1399,-586,47,1326
1781644828.7112358,1000.0,0.0,1000.0,0,-620,50,1406,-587,47,1332
1781644828.7671921,1000.0,0.0,1000.0,0,-617,50,1404,-585,47,1330
1781644828.8118365,1000.0,0.0,1000.0,0,-617,50,1404,-585,47,1330
1781644828.8679912,1000.0,0.0,1000.0,0,-619,50,1408,-586,47,1334
